x,y,z,color
6.18321573908626920257347592269070,86.70789203019251090154284611344337,90.55156618195164242024475242942572,4.81016307728826486567186293541454
0.96965824263034594565624502138235,16.97228538976969502982683479785919,137.97660540930442607532313559204340,9.44244557553824392925889696925879
0.72707648877484221117128981859423,57.11219259059038222403614781796932,139.79550237562315828654391225427389,9.38494218705344707132098847068846
8.43382781203218989674041949911043,30.34851284739979604410109459422529,113.60020195801990894324262626469135,5.97370257542022731200859197997488
8.18830635525736738600244279950857,133.97841253825509966191020794212818,120.67150546960931478679412975907326,6.05175440655763807740186166483909
8.44322851547000219341043703025207,104.62514435719063499163894448429346,166.74501709116873371385736390948296,6.77225596956029551876099503715523
2.21049313070160202698843932012096,17.59304338364767517077780212275684,197.92041407129784147400641813874245,8.65673565646129539175035461084917
8.32108745010064865255117183551192,50.61522115106219388280806015245616,177.26093260955258301692083477973938,7.05068740448993391822796183987521
7.66411483204930910062557813944295,67.54274725493043263213621685281396,93.00038411851096498139668256044388,5.50463252807784275688618436106481
5.98168004011609255599069001618773,21.89388436222811762377205013763160,216.08167566581926166691118851304054,7.96863694860749305348690540995449
9.29799501978946452140917244832963,71.95886995371732552939647575840354,130.67972448681825881067197769880295,6.28421901556014894651980284834281
11.11983792670712389849541068542749,109.45365697042196018173854099586606,182.81686550099402666091918945312500,12.99261328694659489713103539543226
8.57346246109869980500661768019199,7.95385051246427110527292825281620,253.29231959988243261250318028032780,13.67501382714456248379519820446149
5.95731388447603293911924993153661,57.54842621171314931416418403387070,84.95630599458404219603835372254252,5.07758381894474641882197829545476
8.06835281032055107175438024569303,44.58234116351264475497373496182263,24.63392816100534332690585870295763,11.30132091505070590642390016000718
1.92239168273626326310932199703529,46.00172105550893775216536596417427,60.39335757376656488304433878511190,10.11052306697759384235268953489140
11.87800479428121036562515655532479,82.64570848267706537626509089022875,207.66471162284676665876759216189384,13.17590667684710048490615008631721
5.36309477451879779152932314900681,58.47392684661733142092998605221510,15.84746020415056477759208064526320,10.99776372241741562163497292203829
0.75521544122281891731063296901993,97.09095082214025751454755663871765,96.40798200452942978699866216629744,9.87563844411792501887248363345861
7.63928950240673554361592323402874,101.36716425784086936801031697541475,32.39549168076145235772855812683702,11.33261148578130317332579579669982
4.04736199159022813631736426032148,29.80533675590969622248849191237241,200.19494041580719567718915641307831,8.35485049090951648054215183947235
6.92760922219000363497798389289528,14.33144849972284617933837580494583,24.44364357767159390277811326086521,11.25731932568498372404519614065066
11.48309338381450928068261418957263,91.88709656210048137836565729230642,127.36655754580669963615946471691132,12.48660995469905543586719431914389
1.23202794046709129816008498892188,41.86871832844339280654821777716279,161.49132570519537921427399851381779,9.10121096405117491201508528320119
8.69631991528800085688999388366938,123.83076383626746519439620897173882,245.85353808613774617697345092892647,13.57662270685715100171364611014724
11.79555806160367836810110020451248,96.27778092079083194221311714500189,100.04642889646618186816340312361717,12.28745785099063070333613723050803
6.11260755815604994722889387048781,86.25599229116920696469605900347233,274.07551256260319405555492267012596,13.98033155056812404382071690633893
8.77652203394668717351123632397503,70.36674200626946173997566802427173,135.87830538878364450283697806298733,6.31117304220757535659913628478535
1.34539064111732287187805923167616,113.64633369096938508846506010740995,118.46011140597059352330688852816820,9.62349668464485930030605231877416
8.69517071413048725503358582500368,101.28029211957112920572399161756039,257.52695704332631976285483688116074,13.62368069342595511272975272731856
5.03436876833901880701205300283618,98.00326839535233602873631753027439,24.14706079396616189569613197818398,10.83416362220748041522710991557688
12.28829617800938933669385733082891,30.12463781395313233701926947105676,173.44735847336596634704619646072388,12.82553871832895353577441710513085
7.67222933960216124660291825421154,37.11409740268358348203037166967988,270.71646884504491481493460014462471,13.86239707843348512028569530230016
8.54832559245897272148795309476554,30.32127128146527894614337128587067,144.05791786484553540503839030861855,6.46107818220856700008880579844117
7.68352089976057506248707795748487,62.59957654713441854710254119709134,189.15072606791824227912002243101597,7.00370023899606675144013934186660
11.07967658442893110759541741572320,20.54641743051377744677665759809315,187.98174649320338858160539530217648,12.94399799736156353446858702227473
10.75540743686931222100611194036901,40.59525466651929548334010178223252,220.25490266777097758676973171532154,13.25385108627945207615539402468130
10.01740621109492224150017136707902,51.87078645430389656212355475872755,57.38880797190485338887810939922929,11.85899063848232160012230451684445
4.82816016909363732168003480182961,101.87296798225354166334000183269382,208.07361275732858985065831802785397,7.98186286887604534712181703071110
1.52370663778199233462373740621842,50.54334948822578610361233586445451,167.91603251696199095022166147828102,9.08110073679317331141191971255466
2.81479681453969865501107960881200,10.34120741223358663773979060351849,52.08870601306756498161121271550655,10.46657162454806666573858819901943
